LECROYWR104Xi-A,51949,Waveform
Segments,1,SegmentSize,20002
Segment,TrigTime,TimeSinceSegment1
#1,05-Oct-2023 10:22:38,0                 
Time,Ampl
3.0288034e-006,0.0586208
3.0289034e-006,0.0609957
3.0290034e-006,0.0737452
3.0291034e-006,0.0787451
3.0292034e-006,0.0688704
3.0293034e-006,0.0588708
3.0294034e-006,0.0624957
3.0295034e-006,0.0748702
3.0296034e-006,0.0843698
3.0297034e-006,0.0891197
3.0298034e-006,0.0911196
3.0299034e-006,0.0901196
3.0300034e-006,0.0881197
3.0301034e-006,0.0864948
3.0302034e-006,0.0816199
3.0303034e-006,0.0718703
3.0304034e-006,0.055371
3.0305034e-006,0.0356217
3.0306034e-006,0.0247471
3.0307034e-006,0.028372
3.0308034e-006,0.0389966
3.0309034e-006,0.0468713
3.0310034e-006,0.0498712
3.0311034e-006,0.0482462
3.0312034e-006,0.0394966
3.0313034e-006,0.0237472
3.0314034e-006,0.0098727
3.0315034e-006,0.00787278
3.0316034e-006,0.0156225
3.0317034e-006,0.0221222
3.0318034e-006,0.0231222
3.0319034e-006,0.0187474
3.0320034e-006,0.0107477
3.0321034e-006,0.00437291
3.0322034e-006,0.00349795
3.0323034e-006,0.00949772
3.0324034e-006,0.0199973
3.0325034e-006,0.027497
3.0326034e-006,0.028122
3.0327034e-006,0.0244971
3.0328034e-006,0.0233722
3.0329034e-006,0.028122
3.0330034e-006,0.028372
3.0331034e-006,0.0168724
3.0332034e-006,0.00449791
3.0333034e-006,0.00324796
3.0334034e-006,0.00774778
3.0335034e-006,0.00712281
3.0336034e-006,0.00587285
3.0337034e-006,0.0112476
3.0338034e-006,0.0171224
3.0339034e-006,0.0134976
3.0340034e-006,0.00024807
3.0341034e-006,-0.00712665
3.0342034e-006,0.00324796
3.0343034e-006,0.0212473
3.0344034e-006,0.0299969
3.0345034e-006,0.027497
3.0346034e-006,0.0211223
3.0347034e-006,0.0132476
3.0348034e-006,0.00637284
3.0349034e-006,0.00449791
3.0350034e-006,0.00362294
3.0351034e-006,-0.00675166
3.0352034e-006,-0.024626
3.0353034e-006,-0.0318757
3.0354034e-006,-0.0165013
3.0355034e-006,0.0104977
3.0356034e-006,0.028872
3.0357034e-006,0.028872
3.0358034e-006,0.0148725
3.0359034e-006,0.002123
3.0360034e-006,0.00437291
3.0361034e-006,0.0201223
3.0362034e-006,0.0382466
3.0363034e-006,0.0507461
3.0364034e-006,0.053621
3.0365034e-006,0.0498712
3.0366034e-006,0.0482462
3.0367034e-006,0.0526211
3.0368034e-006,0.0603708
3.0369034e-006,0.0674955
3.0370034e-006,0.0701204
3.0371034e-006,0.0706204
3.0372034e-006,0.0744952
3.0373034e-006,0.08112
3.0374034e-006,0.0849948
3.0375034e-006,0.0841198
3.0376034e-006,0.0821199
3.0377034e-006,0.08037
3.0378034e-006,0.0782451
3.0379034e-006,0.0781201
3.0380034e-006,0.0828699
3.0381034e-006,0.0858698
3.0382034e-006,0.079495
3.0383034e-006,0.0728703
3.0384034e-006,0.0756202
3.0385034e-006,0.08112
3.0386034e-006,0.0852448
3.0387034e-006,0.0928695
3.0388034e-006,0.108744
3.0389034e-006,0.125493
3.0390034e-006,0.123868
3.0391034e-006,0.0986193
3.0392034e-006,0.0682455
3.0393034e-006,0.0509961
3.0394034e-006,0.0487462
3.0395034e-006,0.0561209
3.0396034e-006,0.0647456
3.0397034e-006,0.0639956
3.0398034e-006,0.054996
3.0399034e-006,0.0466213
3.0400034e-006,0.0428714
3.0401034e-006,0.0441214
3.0402034e-006,0.0463713
3.0403034e-006,0.0433714
3.0404034e-006,0.0372466
3.0405034e-006,0.0378716
3.0406034e-006,0.0486212
3.0407034e-006,0.0651206
3.0408034e-006,0.0786201
3.0409034e-006,0.08037
3.0410034e-006,0.0762452
3.0411034e-006,0.0767451
3.0412034e-006,0.08062
3.0413034e-006,0.0819949
3.0414034e-006,0.0781201
3.0415034e-006,0.0683705
3.0416034e-006,0.0523711
3.0417034e-006,0.0378716
3.0418034e-006,0.0352467
3.0419034e-006,0.0391216
3.0420034e-006,0.0401215
3.0421034e-006,0.0416215
3.0422034e-006,0.0477462
3.0423034e-006,0.0517461
3.0424034e-006,0.0468713
3.0425034e-006,0.0348717
3.0426034e-006,0.0224972
3.0427034e-006,0.0173724
3.0428034e-006,0.0224972
3.0429034e-006,0.0322468
3.0430034e-006,0.0356217
3.0431034e-006,0.027497
3.0432034e-006,0.0191223
3.0433034e-006,0.0229972
3.0434034e-006,0.0329968
3.0435034e-006,0.0336218
3.0436034e-006,0.0243721
3.0437034e-006,0.0146225
3.0438034e-006,0.00712281
3.0439034e-006,0.00162302
3.0440034e-006,-0.00275181
3.0441034e-006,-0.00537671
3.0442034e-006,-0.00537671
3.0443034e-006,-0.00600169
3.0444034e-006,-0.00550171
3.0445034e-006,-0.000751891
3.0446034e-006,0.00449791
3.0447034e-006,0.00524788
3.0448034e-006,-1.91993e-006
3.0449034e-006,-0.00412676
3.0450034e-006,0.00162302
3.0451034e-006,0.0146225
3.0452034e-006,0.0264971
3.0453034e-006,0.0314969
3.0454034e-006,0.028997
3.0455034e-006,0.0231222
3.0456034e-006,0.0148725
3.0457034e-006,0.00437291
3.0458034e-006,-0.00212684
3.0459034e-006,0.000998042
3.0460034e-006,0.0108727
3.0461034e-006,0.0231222
3.0462034e-006,0.0364967
3.0463034e-006,0.0448714
3.0464034e-006,0.0376216
3.0465034e-006,0.0193723
3.0466034e-006,0.00549787
3.0467034e-006,0.00149802
3.0468034e-006,0.00649783
3.0469034e-006,0.0209973
3.0470034e-006,0.0382466
3.0471034e-006,0.0419965
3.0472034e-006,0.0266221
3.0473034e-006,0.00824776
3.0474034e-006,0.0072478
3.0475034e-006,0.0267471
3.0476034e-006,0.053871
3.0477034e-006,0.0747452
3.0478034e-006,0.0824949
3.0479034e-006,0.0781201
3.0480034e-006,0.0677455
3.0481034e-006,0.0567459
3.0482034e-006,0.0473713
3.0483034e-006,0.0439964
3.0484034e-006,0.053746
3.0485034e-006,0.0687454
3.0486034e-006,0.0713703
3.0487034e-006,0.0578709
3.0488034e-006,0.0407465
3.0489034e-006,0.0307469
3.0490034e-006,0.027497
3.0491034e-006,0.0309969
3.0492034e-006,0.0448714
3.0493034e-006,0.0668705
3.0494034e-006,0.0887447
3.0495034e-006,0.101869
3.0496034e-006,0.105369
3.0497034e-006,0.104744
3.0498034e-006,0.0961194
3.0499034e-006,0.0757452
3.0500034e-006,0.0558709
3.0501034e-006,0.0489962
3.0502034e-006,0.0469963
3.0503034e-006,0.0386216
3.0504034e-006,0.0354967
3.0505034e-006,0.0481212
3.0506034e-006,0.0622457
3.0507034e-006,0.0628707
3.0508034e-006,0.0523711
3.0509034e-006,0.0431214
3.0510034e-006,0.0459963
3.0511034e-006,0.0596208
3.0512034e-006,0.0691204
3.0513034e-006,0.0666205
3.0514034e-006,0.0596208
3.0515034e-006,0.0582458
3.0516034e-006,0.0598708
3.0517034e-006,0.0526211
3.0518034e-006,0.0326218
3.0519034e-006,0.00687282
3.0520034e-006,-0.0115015
3.0521034e-006,-0.0125014
3.0522034e-006,0.000498061
3.0523034e-006,0.0153725
3.0524034e-006,0.0227472
3.0525034e-006,0.0241222
3.0526034e-006,0.027372
3.0527034e-006,0.0332468
3.0528034e-006,0.0341218
3.0529034e-006,0.028497
3.0530034e-006,0.0226222
3.0531034e-006,0.0187474
3.0532034e-006,0.0139975
3.0533034e-006,0.0112476
3.0534034e-006,0.0161225
3.0535034e-006,0.0214973
3.0536034e-006,0.0176224
3.0537034e-006,0.00662283
3.0538034e-006,-0.00712665
3.0539034e-006,-0.0150013
3.0540034e-006,-0.00775162
3.0541034e-006,0.00949772
3.0542034e-006,0.027247
3.0543034e-006,0.0417465
3.0544034e-006,0.0474963
3.0545034e-006,0.0428714
3.0546034e-006,0.0373716
3.0547034e-006,0.0348717
3.0548034e-006,0.0261221
3.0549034e-006,0.00574786
3.0550034e-006,-0.0171263
3.0551034e-006,-0.0272509
3.0552034e-006,-0.0180012
3.0553034e-006,0.00024807
3.0554034e-006,0.0099977
3.0555034e-006,0.00449791
3.0556034e-006,-0.0103765
3.0557034e-006,-0.024876
3.0558034e-006,-0.0286258
3.0559034e-006,-0.0225011
3.0560034e-006,-0.0151263
3.0561034e-006,-0.00737664
3.0562034e-006,0.00399793
3.0563034e-006,0.0188724
3.0564034e-006,0.0317469
3.0565034e-006,0.0337468
3.0566034e-006,0.027997
3.0567034e-006,0.0207473
3.0568034e-006,0.0174974
3.0569034e-006,0.0247471
3.0570034e-006,0.0363717
3.0571034e-006,0.0402465
3.0572034e-006,0.0346218
3.0573034e-006,0.0249971
3.0574034e-006,0.0157475
3.0575034e-006,0.0102477
3.0576034e-006,0.0132476
3.0577034e-006,0.0239972
3.0578034e-006,0.0312469
3.0579034e-006,0.0237472
3.0580034e-006,0.00412292
3.0581034e-006,-0.0132514
3.0582034e-006,-0.0163763
3.0583034e-006,-0.00375178
3.0584034e-006,0.0189974
