-4.3607872e-007 -0.0217988
-4.3597872e-007 -0.0222488
-4.3587872e-007 -0.0209988
-4.3577872e-007 -0.0200238
-4.3567872e-007 -0.0205488
-4.3557872e-007 -0.0224988
-4.3547872e-007 -0.0266236
-4.3537872e-007 -0.0323234
-4.3527872e-007 -0.0365982
-4.3517872e-007 -0.0371232
-4.3507872e-007 -0.0346483
-4.3497872e-007 -0.0320734
-4.3487872e-007 -0.0317734
-4.3477872e-007 -0.0335733
-4.3467872e-007 -0.0356232
-4.3457872e-007 -0.0364482
-4.3447872e-007 -0.0351983
-4.3437872e-007 -0.0318484
-4.3427872e-007 -0.0278985
-4.3417872e-007 -0.0244737
-4.3407872e-007 -0.0224488
-4.3397872e-007 -0.0225987
-4.3387872e-007 -0.0238987
-4.3377872e-007 -0.0241987
-4.3367872e-007 -0.0232487
-4.3357872e-007 -0.0220238
-4.3347872e-007 -0.0210238
-4.3337872e-007 -0.0209238
-4.3327872e-007 -0.0228987
-4.3317872e-007 -0.0260236
-4.3307872e-007 -0.0265236
-4.3297872e-007 -0.0215238
-4.3287872e-007 -0.0123741
-4.3277872e-007 -0.00382447
-4.3267872e-007 0.00162532
-4.3257872e-007 0.00512519
-4.3247872e-007 0.00640014
-4.3237872e-007 0.00372524
-4.3227872e-007 -0.00189954
-4.3217872e-007 -0.00687435
-4.3207872e-007 -0.0083243
-4.3197872e-007 -0.00704935
-4.3187872e-007 -0.00624938
-4.3177872e-007 -0.00672436
-4.3167872e-007 -0.00609938
-4.3157872e-007 -0.00174955
-4.3147872e-007 0.00640014
-4.3137872e-007 0.0133749
-4.3127872e-007 0.0142248
-4.3117872e-007 0.01055
-4.3107872e-007 0.00777509
-4.3097872e-007 0.00855006
-4.3087872e-007 0.01095
-4.3077872e-007 0.0121999
-4.3067872e-007 0.0127249
-4.3057872e-007 0.0149998
-4.3047872e-007 0.0180497
-4.3037872e-007 0.0186247
-4.3027872e-007 0.0165247
-4.3017872e-007 0.0151748
-4.3007872e-007 0.0173497
-4.2997872e-007 0.0219245
-4.2987872e-007 0.0256744
-4.2977872e-007 0.0264244
-4.2967872e-007 0.0246494
-4.2957872e-007 0.0224495
-4.2947872e-007 0.0211996
-4.2937872e-007 0.0208746
-4.2927872e-007 0.0199246
-4.2917872e-007 0.0165497
-4.2907872e-007 0.0118999
-4.2897872e-007 0.00865005
-4.2887872e-007 0.0074251
-4.2877872e-007 0.00690012
-4.2867872e-007 0.00625014
-4.2857872e-007 0.00580016
-4.2847872e-007 0.00555017
-4.2837872e-007 0.00522518
-4.2827872e-007 0.0047252
-4.2817872e-007 0.00420022
-4.2807872e-007 0.00397523
-4.2797872e-007 0.00350025
-4.2787872e-007 0.00180031
-4.2777872e-007 -0.00119957
-4.2767872e-007 -0.00462444
-4.2757872e-007 -0.00712434
-4.2747872e-007 -0.00789931
-4.2737872e-007 -0.00689935
-4.2727872e-007 -0.00452444
-4.2717872e-007 -0.00252452
-4.2707872e-007 -0.00387447
-4.2697872e-007 -0.00874928
-4.2687872e-007 -0.0137241
-4.2677872e-007 -0.016324
-4.2667872e-007 -0.016849
-4.2657872e-007 -0.016599
-4.2647872e-007 -0.016599
-4.2637872e-007 -0.016799
-4.2627872e-007 -0.0174239
-4.2617872e-007 -0.0187489
-4.2607872e-007 -0.0213738
-4.2597872e-007 -0.0250987
-4.2587872e-007 -0.0270986
-4.2577872e-007 -0.0252486
-4.2567872e-007 -0.0217988
-4.2557872e-007 -0.0208988
-4.2547872e-007 -0.0243237
-4.2537872e-007 -0.0304484
-4.2527872e-007 -0.0353483
-4.2517872e-007 -0.0360982
-4.2507872e-007 -0.0338233
-4.2497872e-007 -0.0309984
-4.2487872e-007 -0.0295985
-4.2477872e-007 -0.0311484
-4.2467872e-007 -0.0345233
-4.2457872e-007 -0.0366482
-4.2447872e-007 -0.0360732
-4.2437872e-007 -0.0353983
-4.2427872e-007 -0.0374232
-4.2417872e-007 -0.040873
-4.2407872e-007 -0.042123
-4.2397872e-007 -0.0402481
-4.2387872e-007 -0.0381232
-4.2377872e-007 -0.0376232
-4.2367872e-007 -0.0370982
-4.2357872e-007 -0.0342233
-4.2347872e-007 -0.0290235
-4.2337872e-007 -0.0240987
-4.2327872e-007 -0.0214988
-4.2317872e-007 -0.0204488
-4.2307872e-007 -0.0197739
-4.2297872e-007 -0.0196489
-4.2287872e-007 -0.0188739
-4.2277872e-007 -0.016224
-4.2267872e-007 -0.0135241
-4.2257872e-007 -0.0132741
-4.2247872e-007 -0.0141741
-4.2237872e-007 -0.0134241
-4.2227872e-007 -0.0109992
-4.2217872e-007 -0.00862428
-4.2207872e-007 -0.00747433
-4.2197872e-007 -0.00712434
-4.2187872e-007 -0.00652437
-4.2177872e-007 -0.00577439
-4.2167872e-007 -0.00514942
-4.2157872e-007 -0.00414946
-4.2147872e-007 -0.00209954
-4.2137872e-007 0.00010038
-4.2127872e-007 0.000700357
-4.2117872e-007 0.000300372
-4.2107872e-007 0.00170032
-4.2097872e-007 0.00650013
-4.2087872e-007 0.0125999
-4.2077872e-007 0.0164748
-4.2067872e-007 0.0169747
-4.2057872e-007 0.0159998
-4.2047872e-007 0.0158498
-4.2037872e-007 0.0166747
-4.2027872e-007 0.0169247
-4.2017872e-007 0.0156998
-4.2007872e-007 0.0136749
-4.1997872e-007 0.0118499
-4.1987872e-007 0.010575
-4.1977872e-007 0.0108
-4.1967872e-007 0.0123749
-4.1957872e-007 0.0128999
-4.1947872e-007 0.01025
-4.1937872e-007 0.00560017
-4.1927872e-007 0.0022253
-4.1917872e-007 0.0021003
-4.1907872e-007 0.00515019
-4.1897872e-007 0.00952502
